id,Q3,Q3B1,Q3B2,Q3B3,Q4,Q4A01,Q4A02,Q4A03,Q4A04,Q4A05,Q4A06,Q4A07,Q4A08,Q4A09,Q4A10,Q4A11,Q4A12,Q4A13,Q4A14,Q4A15,Q4A16,Q4A17,Q4B1,Q4B2,Q4B3,Q5A01,Q5A02,Q5A03,Q5A04,Q5A05,Q5A06,Q5A07,Q5A08,Q5A09,Q5A10,Q5A11,Q5A12,Q5A13,Q5A14,Q5A15,Q5A16,Q5A17,Q2a1,Q2a2,RQ2A2,Q11A$01,총액1인TOT,Q7,Q7_01,Q7_02,D_MON,D_MON_season,D_NAT,D_NAT_GROUP,D_SEX,D_AGE
40097.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,4,5,2.00,1.00,2616.00,5.0,1.0,1.0,12.00,4.00,5.00,1.00,2.00,3.00
40100.0,2.0,1.0,,,1.0,1.0,2.0,3.0,4.0,,6.0,,,,,,,,,,,,6.0,3.0,4.0,,,,,,,,,,,,,13.0,,,,,90,91,14.00,,3000.00,5.0,1.0,1.0,12.00,4.00,9.00,3.00,2.00,2.00
40103.0,4.0,,,,1.0,1.0,2.0,3.0,4.0,5.0,6.0,,,9.0,10.0,11.0,12.0,,,,,,10.0,4.0,1.0,1.0,,,4.0,5.0,,,,,,,,,,,,17.0,117,118,14.00,,4459.20,5.0,1.0,1.0,12.00,4.00,10.00,3.00,2.00,2.00
40104.0,1.0,1.0,4.0,6.0,1.0,1.0,2.0,3.0,4.0,,,7.0,,,,,12.0,,,,,,7.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,14,15,11.00,,2616.00,4.0,1.0,0.0,12.00,4.00,5.00,1.00,2.00,4.00
40105.0,3.0,,,,1.0,,2.0,,4.0,,,,,,,,,,14.0,,,,14.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,7,8,3.00,1.00,8000.00,4.0,1.0,0.0,12.00,4.00,9.00,3.00,1.00,5.00
40106.0,1.0,1.0,2.0,,1.0,1.0,2.0,,,,,,,,,11.0,,13.0,,,,,13.0,11.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,6,7,2.00,1.00,1144.50,4.0,1.0,0.0,12.00,4.00,5.00,1.00,2.00,3.00
40108.0,2.0,4.0,,,1.0,,2.0,3.0,4.0,,,,,,,,,,,,,,4.0,3.0,2.0,1.0,,3.0,,,,,,,,,,,,,,,90,91,14.00,,1500.00,5.0,1.0,1.0,12.00,4.00,9.00,3.00,1.00,2.00
40110.0,4.0,,,,1.0,1.0,2.0,3.0,,,,,,,,,12.0,13.0,,15.0,,,15.0,13.0,12.0,1.0,,,,,,,,,,,,13.0,,,,,155,156,14.00,,4129.44,5.0,1.0,1.0,12.00,4.00,9.00,3.00,2.00,3.00
40112.0,1.0,1.0,2.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,5,6,2.00,1.00,1962.00,5.0,1.0,1.0,12.00,4.00,5.00,1.00,2.00,5.00
40115.0,3.0,,,,1.0,1.0,,3.0,,,,,,,,,,,14.0,,,,14.0,3.0,1.0,,,,,,,,,,10.0,,12.0,,,,,,5,6,2.00,1.00,12000.00,5.0,1.0,1.0,12.00,4.00,9.00,3.00,1.00,5.00
40116.0,1.0,1.0,11.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,3,4,2.00,1.00,1635.00,5.0,1.0,1.0,12.00,4.00,5.00,1.00,2.00,2.00
40117.0,4.0,,,,1.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,,11.0,12.0,,,15.0,,,5.0,4.0,15.0,1.0,2.0,3.0,4.0,,,,,9.0,,,,,,,,,92,93,14.00,,8000.00,5.0,1.0,1.0,12.00,4.00,9.00,3.00,2.00,1.00
40118.0,1.0,1.0,3.0,4.0,1.0,1.0,,3.0,4.0,,,,,,,,,,,,,,3.0,1.0,4.0,1.0,,3.0,,,,,,,,,,,,,,,14,15,11.00,,1573.20,4.0,1.0,0.0,12.00,4.00,12.00,2.00,2.00,2.00
40119.0,2.0,2.0,1.0,,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,1.0,3.0,2.0,1.0,2.0,,,5.0,,7.0,,,,,,,,,,,30,31,12.00,,4000.00,5.0,1.0,1.0,12.00,4.00,9.00,3.00,2.00,5.00
40120.0,1.0,3.0,5.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,2,3,1.00,1.00,2125.50,3.0,0.0,0.0,12.00,4.00,5.00,1.00,2.00,4.00
40121.0,4.0,,,,1.0,1.0,2.0,,4.0,5.0,,,,,,11.0,,,,15.0,,,15.0,4.0,1.0,1.0,2.0,3.0,4.0,5.0,,,,,,,,,,,,,90,91,14.00,,6000.00,5.0,1.0,1.0,12.00,4.00,9.00,3.00,2.00,1.00
40123.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,,,5.0,,,,,,11.0,,,,,,,2.0,1.0,11.0,1.0,,,4.0,,,,,,,,,,,,,,7,8,3.00,1.00,3270.00,3.0,0.0,0.0,12.00,4.00,5.00,1.00,1.00,2.00
40126.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,5,6,2.00,1.00,1471.50,5.0,1.0,1.0,12.00,4.00,5.00,1.00,2.00,2.00
40127.0,4.0,,,,1.0,1.0,2.0,3.0,4.0,5.0,6.0,,,,,,,13.0,,15.0,,,15.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,120,121,14.00,,4000.00,5.0,1.0,1.0,12.00,4.00,9.00,3.00,1.00,2.00
40128.0,1.0,2.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,5,6,2.00,1.00,1471.50,5.0,1.0,1.0,12.00,4.00,5.00,1.00,2.00,2.00
40129.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,3,4,2.00,1.00,1471.50,5.0,1.0,1.0,12.00,4.00,5.00,1.00,2.00,2.00
40133.0,3.0,,,,1.0,1.0,2.0,,4.0,,,,,,,,,,14.0,,,,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,15.0,,,9,10,3.00,1.00,8000.00,4.0,1.0,0.0,12.00,4.00,9.00,3.00,2.00,3.00
40137.0,1.0,1.0,3.0,11.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,,,,,11.0,,,,,,,1.0,3.0,5.0,1.0,,,,,,,,,,,,13.0,,,,,7,8,3.00,1.00,1300.00,5.0,1.0,1.0,12.00,4.00,17.00,1.00,1.00,4.00
40141.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,,,,,,,,,,,,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,4,5,2.00,1.00,1308.00,5.0,1.0,1.0,12.00,4.00,5.00,1.00,2.00,2.00
40142.0,1.0,2.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,2,3,1.00,1.00,654.00,5.0,1.0,1.0,12.00,4.00,5.00,1.00,2.00,2.00
40143.0,1.0,1.0,2.0,8.0,1.0,1.0,2.0,,4.0,,,,,,,,,,,,,,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,4,5,2.00,1.00,981.00,5.0,1.0,1.0,12.00,4.00,5.00,1.00,2.00,2.00
40144.0,1.0,3.0,10.0,4.0,1.0,,2.0,3.0,4.0,,6.0,,,,,,,,,,,,3.0,4.0,6.0,1.0,,,,5.0,,,,,,,,13.0,14.0,,,17.0,18,19,11.00,1.00,2038.80,4.0,1.0,0.0,12.00,4.00,8.00,4.00,1.00,2.00
40145.0,2.0,2.0,1.0,13.0,1.0,1.0,2.0,,4.0,,,,,9.0,,,,,,,,,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,6,7,2.00,1.00,1635.00,5.0,1.0,1.0,12.00,4.00,5.00,1.00,2.00,2.00
40146.0,1.0,10.0,9.0,3.0,1.0,1.0,2.0,3.0,,,,,,,,,,13.0,,,,,3.0,13.0,1.0,1.0,,,4.0,,,,,,,,,,,,,,4,5,2.00,1.00,1144.50,5.0,1.0,1.0,12.00,4.00,5.00,1.00,1.00,5.00
40147.0,2.0,13.0,,,1.0,1.0,2.0,,,5.0,6.0,,,,,,,,,,,,5.0,2.0,1.0,1.0,,,,,,,,,,,12.0,,,,,,7,8,3.00,,3000.00,5.0,1.0,1.0,12.00,4.00,9.00,3.00,2.00,2.00
40148.0,1.0,6.0,9.0,,1.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,,13.0,,,,,9.0,8.0,7.0,1.0,,,,,,,,9.0,,11.0,,13.0,,,,,30,31,12.00,1.00,5405.81,4.0,1.0,0.0,12.00,4.00,7.00,1.00,2.00,5.00
40151.0,3.0,,,,1.0,,2.0,,,,,,,,,,,,14.0,,,,2.0,14.0,,,2.0,,,,,,,,,,,,,,,,4,5,2.00,1.00,1144.50,4.0,1.0,0.0,12.00,4.00,5.00,1.00,1.00,4.00
40152.0,4.0,,,,1.0,1.0,,3.0,4.0,,6.0,,,,,,,,,,,,1.0,6.0,4.0,1.0,,,,,,,,,,,,13.0,,,,,112,113,14.00,1.00,3754.04,5.0,1.0,1.0,12.00,4.00,97.00,4.00,1.00,2.00
40153.0,1.0,1.0,3.0,7.0,1.0,1.0,2.0,3.0,4.0,5.0,,7.0,,,,,,,,,,,3.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,10,11,11.00,1.00,2500.00,5.0,1.0,1.0,12.00,4.00,97.00,4.00,2.00,3.00
40155.0,4.0,,,,1.0,,2.0,3.0,4.0,5.0,6.0,,,,,,12.0,13.0,,,,,2.0,5.0,6.0,1.0,,3.0,,,6.0,,,,,,,13.0,,,,17.0,127,128,14.00,1.00,5000.00,5.0,1.0,1.0,12.00,4.00,13.00,2.00,2.00,1.00
40156.0,4.0,,,,1.0,,2.0,3.0,4.0,,6.0,7.0,,,,,,,,15.0,,,4.0,3.0,2.0,1.0,,,,,,,,9.0,,11.0,12.0,13.0,,,,,119,120,14.00,,2252.42,5.0,1.0,1.0,12.00,4.00,97.00,4.00,2.00,2.00
40157.0,4.0,,,,1.0,,2.0,,4.0,5.0,6.0,,,,,11.0,,,,,,,4.0,5.0,6.0,1.0,,,,,,,,,,,,,,,,,120,121,14.00,,10240.00,4.0,1.0,0.0,12.00,4.00,97.00,4.00,2.00,3.00
40158.0,3.0,,,,2.0,,2.0,3.0,4.0,,6.0,,,,,,,,,,16.0,,3.0,4.0,6.0,,2.0,,,,,,,9.0,,,,,,,,,122,123,14.00,1.00,10488.00,5.0,1.0,1.0,12.00,4.00,97.00,4.00,1.00,5.00
40159.0,4.0,,,,1.0,,2.0,3.0,4.0,5.0,6.0,7.0,,,,11.0,12.0,13.0,,15.0,,,15.0,13.0,4.0,1.0,,3.0,,,,,,,,,,13.0,,,,,120,121,14.00,1.00,3146.40,5.0,1.0,1.0,12.00,4.00,13.00,2.00,2.00,2.00
40160.0,4.0,,,,1.0,,2.0,3.0,4.0,5.0,6.0,,8.0,,,11.0,,13.0,,,,,5.0,3.0,4.0,1.0,,3.0,4.0,,,,,,,,,13.0,,,,17.0,129,130,14.00,1.00,10488.00,4.0,1.0,0.0,12.00,4.00,97.00,4.00,2.00,2.00
40161.0,4.0,,,,1.0,,2.0,3.0,,,,,,9.0,,11.0,12.0,,,15.0,,,15.0,12.0,9.0,1.0,,,,,,,,,,,,13.0,,,,,307,308,14.00,,10165.93,5.0,1.0,1.0,12.00,4.00,97.00,4.00,2.00,1.00
40163.0,4.0,,,,1.0,,2.0,3.0,4.0,,6.0,7.0,,,,11.0,,,,15.0,,,4.0,3.0,7.0,1.0,,3.0,,,,,,,,,,13.0,,15.0,,,107,108,14.00,1.00,8390.40,5.0,1.0,1.0,12.00,4.00,12.00,2.00,2.00,2.00
40164.0,4.0,,,,1.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,10.0,11.0,,,,,,,10.0,2.0,11.0,1.0,2.0,3.0,,,,,,,,,,13.0,,,,17.0,126,127,14.00,1.00,10488.00,5.0,1.0,1.0,12.00,4.00,97.00,4.00,2.00,2.00
40165.0,1.0,2.0,3.0,5.0,1.0,,2.0,3.0,,,,,,,,,,,,,,,2.0,3.0,,1.0,,,,,,,,,,,,13.0,,,,,6,7,2.00,1.00,6807.50,4.0,1.0,0.0,12.00,4.00,15.00,1.00,2.00,2.00
40166.0,2.0,1.0,3.0,12.0,1.0,1.0,,,4.0,,6.0,,,,,,,,,,,,4.0,6.0,1.0,1.0,,,4.0,,,,,,,,,13.0,,,,,85,86,13.00,1.00,4195.20,5.0,1.0,1.0,12.00,4.00,97.00,4.00,1.00,3.00
40168.0,4.0,,,,1.0,,2.0,3.0,4.0,5.0,6.0,7.0,,,,,12.0,,,,,,3.0,5.0,7.0,1.0,,,,,,,8.0,,,,,13.0,,,,,121,122,14.00,1.00,5244.00,4.0,1.0,0.0,12.00,4.00,97.00,4.00,2.00,2.00
40170.0,4.0,,,,1.0,,2.0,3.0,4.0,5.0,6.0,,,9.0,10.0,11.0,12.0,13.0,,,,,4.0,11.0,12.0,1.0,,,,,,,,,,,,13.0,,,,17.0,125,126,14.00,1.00,10488.00,5.0,1.0,1.0,12.00,4.00,97.00,4.00,2.00,2.00
40172.0,4.0,,,,1.0,,2.0,3.0,4.0,5.0,6.0,,,,,,,,,15.0,,,5.0,3.0,2.0,1.0,2.0,,,5.0,,,,,,,,13.0,,,,,123,124,14.00,1.00,5000.00,5.0,1.0,1.0,12.00,4.00,7.00,1.00,2.00,2.00
40173.0,4.0,,,,1.0,,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,10.0,11.0,,13.0,,15.0,,,13.0,3.0,5.0,1.0,,,,,6.0,,,,,11.0,,13.0,,,,,125,126,14.00,1.00,4195.20,5.0,1.0,1.0,12.00,4.00,97.00,4.00,1.00,1.00
40174.0,3.0,,,,1.0,1.0,2.0,,4.0,,,,,,,,,,14.0,,,,14.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,10,11,11.00,1.00,3003.23,5.0,1.0,1.0,12.00,4.00,13.00,2.00,2.00,2.00
40175.0,2.0,1.0,10.0,4.0,1.0,,2.0,,4.0,5.0,6.0,,,,10.0,,,,,,,,4.0,5.0,6.0,1.0,,,,,,,,,,,,,,,,,14,15,11.00,,8390.40,5.0,1.0,1.0,12.00,4.00,97.00,4.00,2.00,5.00
40177.0,2.0,2.0,8.0,10.0,1.0,,2.0,3.0,4.0,,,,,,,,,,,,,,2.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,7,8,3.00,1.00,3267.60,5.0,1.0,1.0,12.00,4.00,15.00,1.00,1.00,2.00
40178.0,4.0,,,,1.0,,2.0,,4.0,,6.0,,8.0,,,,,,,,,,6.0,4.0,8.0,1.0,,,,,,,,9.0,,11.0,,13.0,,,,,123,124,14.00,,4195.20,4.0,1.0,0.0,12.00,4.00,13.00,2.00,2.00,1.00
40179.0,3.0,,,,1.0,,2.0,,4.0,,,,,,,,,,14.0,,,,4.0,2.0,14.0,1.0,,,,,,,,,,,,,,,,,5,6,2.00,1.00,4404.96,4.0,1.0,0.0,12.00,4.00,97.00,4.00,1.00,2.00
40180.0,2.0,13.0,1.0,10.0,1.0,,2.0,3.0,4.0,5.0,,,,,,,,,,,,,3.0,4.0,5.0,1.0,,,,,,,,,,,,,,,,17.0,14,15,11.00,,1928.00,4.0,1.0,0.0,12.00,4.00,97.00,4.00,2.00,2.00
40183.0,4.0,,,,1.0,,2.0,3.0,4.0,5.0,6.0,,8.0,9.0,10.0,,,13.0,,,,,3.0,5.0,8.0,,,,,,,,8.0,9.0,,,,13.0,,15.0,16.0,,126,127,14.00,1.00,2043.00,5.0,1.0,1.0,12.00,4.00,7.00,1.00,2.00,2.00
40185.0,3.0,,,,2.0,,,,,,6.0,,,,,,,,14.0,,,,14.0,6.0,,1.0,,,,,,,,,,,,,,,,,7,8,3.00,1.00,4195.20,5.0,1.0,1.0,12.00,4.00,12.00,2.00,1.00,4.00
40187.0,3.0,,,,2.0,1.0,2.0,3.0,4.0,,6.0,,,,10.0,11.0,,,14.0,,,,11.0,6.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,131,132,14.00,1.00,20976.00,4.0,1.0,0.0,12.00,4.00,12.00,2.00,1.00,2.00
40189.0,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,1.0,2.0,3.0,,,,7.0,,,,,,,,,,,17,18,11.00,1.00,2627.82,5.0,1.0,1.0,12.00,4.00,15.00,1.00,1.00,3.00
40192.0,4.0,,,,1.0,,2.0,,,,6.0,,,,,11.0,,,,15.0,,,2.0,6.0,11.0,1.0,2.0,3.0,4.0,5.0,,,,,,,,,,,,,183,184,14.00,,8390.40,5.0,1.0,1.0,12.00,4.00,97.00,4.00,2.00,2.00
40193.0,4.0,,,,1.0,,2.0,3.0,4.0,,,,,9.0,,,,,,,,,9.0,4.0,3.0,1.0,,,,,,,,,,,,13.0,,,,,92,93,14.00,1.00,3146.40,5.0,1.0,1.0,12.00,4.00,13.00,2.00,2.00,2.00
40194.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,3.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,5,6,2.00,1.00,1816.00,5.0,1.0,1.0,12.00,4.00,7.00,1.00,2.00,4.00
40196.0,3.0,,,,2.0,,2.0,3.0,4.0,,,,,,,,,13.0,,,16.0,,16.0,13.0,4.0,1.0,,,,,,,,,10.0,11.0,12.0,13.0,,,,,210,211,14.00,1.00,31464.00,4.0,1.0,0.0,12.00,4.00,97.00,4.00,1.00,4.00
40197.0,3.0,,,,1.0,1.0,2.0,,,,,,,,,,,,14.0,,,,14.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,7,8,3.00,1.00,3146.40,5.0,1.0,1.0,12.00,4.00,97.00,4.00,2.00,2.00
40198.0,4.0,,,,1.0,,,3.0,4.0,5.0,6.0,,8.0,9.0,,,,13.0,,15.0,,,3.0,5.0,8.0,,,3.0,,,,,,,,,,13.0,,15.0,16.0,,127,128,14.00,,2270.00,5.0,1.0,1.0,12.00,4.00,7.00,1.00,2.00,2.00
40199.0,3.0,,,,2.0,,2.0,,,,,,,,,,,,14.0,,,,14.0,2.0,,1.0,,,,,,,,,,,,,,,,,9,10,3.00,1.00,3146.40,4.0,1.0,0.0,12.00,4.00,12.00,2.00,1.00,4.00
40203.0,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,,,,,,,,,,,,,,,,16.0,,9,10,3.00,1.00,5000.00,5.0,1.0,1.0,12.00,4.00,97.00,4.00,1.00,3.00
40204.0,4.0,,,,1.0,1.0,2.0,3.0,4.0,,6.0,7.0,,,,11.0,,,,15.0,,,3.0,1.0,7.0,,,,,,,,,,,,,13.0,,,,,120,121,14.00,,4509.84,5.0,1.0,1.0,12.00,4.00,97.00,4.00,2.00,1.00
40207.0,2.0,13.0,10.0,,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,3.0,1.0,2.0,,,,,,,,,,,,,,,,16.0,,15,16,11.00,,2202.48,5.0,1.0,1.0,12.00,4.00,13.00,2.00,1.00,5.00
40210.0,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,1.0,,,,,,,,,,,,,,,,,2,3,1.00,1.00,3565.92,4.0,1.0,0.0,12.00,4.00,97.00,4.00,1.00,4.00
40213.0,1.0,4.0,10.0,9.0,1.0,1.0,2.0,3.0,4.0,,,,,,,11.0,,13.0,,,,,13.0,11.0,1.0,1.0,2.0,,,,,,,,,,,13.0,,,,,8,9,3.00,1.00,2412.24,5.0,1.0,1.0,12.00,4.00,11.00,2.00,1.00,2.00
40214.0,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,,2.0,,,,,,,,,,,,,,,,12,13,11.00,1.00,7000.00,5.0,1.0,1.0,12.00,4.00,15.00,1.00,1.00,5.00
40217.0,4.0,,,,1.0,1.0,2.0,3.0,4.0,5.0,6.0,,,,,11.0,,,,,,,3.0,11.0,4.0,1.0,,,,5.0,,,,,,,,,,,,,120,121,14.00,,5244.00,4.0,1.0,0.0,12.00,4.00,13.00,2.00,1.00,1.00
40219.0,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,,2.0,,,,,,,,,,,,,,,,2,3,1.00,1.00,1101.15,3.0,0.0,0.0,12.00,4.00,1.00,1.00,1.00,4.00
40224.0,1.0,2.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,2,3,1.00,1.00,880.92,5.0,1.0,1.0,12.00,4.00,1.00,1.00,2.00,3.00
40226.0,4.0,,,,1.0,,2.0,3.0,4.0,,,,,,,11.0,,,,15.0,,,15.0,4.0,11.0,1.0,,3.0,,,,,,,,,,,,,,,120,121,14.00,,2500.00,5.0,1.0,1.0,12.00,4.00,20.00,1.00,1.00,2.00
40227.0,4.0,,,,1.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,179,180,14.00,,7000.00,5.0,1.0,1.0,12.00,4.00,19.00,1.00,2.00,2.00
40234.0,3.0,,,,1.0,,2.0,,,,,,,,10.0,,12.0,,14.0,,,,2.0,12.0,14.0,1.0,,,,,,,,,,,,,,,,,270,271,14.00,,4000.00,5.0,1.0,1.0,12.00,4.00,20.00,1.00,2.00,5.00
40235.0,3.0,,,,2.0,1.0,2.0,,,,,,,,,,,,14.0,,,,2.0,1.0,14.0,1.0,2.0,,,,,,,,,,,,,,,,3,4,2.00,1.00,1101.15,4.0,1.0,0.0,12.00,4.00,1.00,1.00,1.00,2.00
40236.0,3.0,,,,1.0,1.0,2.0,,,,,,,,,,,,14.0,,,,2.0,1.0,14.0,1.0,2.0,,,,,,,,,,,,,,,,90,91,14.00,,3754.04,4.0,1.0,0.0,12.00,4.00,20.00,1.00,1.00,3.00
40238.0,4.0,,,,1.0,1.0,2.0,3.0,4.0,,6.0,,8.0,9.0,10.0,11.0,,,,15.0,,,4.0,9.0,10.0,1.0,,,,,,,,,,,,,14.0,,,17.0,136,137,14.00,1.00,6292.80,5.0,1.0,1.0,12.00,4.00,12.00,2.00,2.00,2.00
40240.0,4.0,,,,1.0,1.0,2.0,3.0,4.0,5.0,,,,,,11.0,,,,15.0,,,1.0,4.0,11.0,1.0,,,,5.0,,,,,,,12.0,13.0,,15.0,16.0,,127,128,14.00,1.00,6376.50,5.0,1.0,1.0,12.00,4.00,2.00,1.00,1.00,1.00
40242.0,3.0,,,,1.0,,2.0,3.0,,,,,,,,11.0,,,14.0,,,,14.0,2.0,,,,,,,,,,,,,,,14.0,,,,90,91,14.00,,2300.00,5.0,1.0,1.0,12.00,4.00,20.00,1.00,1.00,4.00
40243.0,2.0,1.0,2.0,,1.0,1.0,2.0,,,,,,,,,,12.0,,,,,,2.0,1.0,12.0,1.0,2.0,,,,,,,,,,,,,,,,3,4,2.00,1.00,1468.20,5.0,1.0,1.0,12.00,4.00,1.00,1.00,2.00,3.00
40246.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,,,6.0,,,,,,,,,,,,3.0,2.0,6.0,1.0,,,4.0,,,,,,,,,,,,,,5,6,2.00,1.00,1799.00,5.0,1.0,1.0,12.00,4.00,3.00,1.00,2.00,1.00
40249.0,2.0,13.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,17.0,17.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,6,7,2.00,,1027.74,4.0,1.0,0.0,12.00,4.00,1.00,1.00,2.00,5.00
40250.0,2.0,13.0,10.0,1.0,1.0,1.0,2.0,,,,,,,,,11.0,12.0,,,,,,12.0,1.0,11.0,,,,4.0,,,,,,,,,,,,,,5,6,2.00,,954.33,5.0,1.0,1.0,12.00,4.00,1.00,1.00,2.00,2.00
40251.0,4.0,,,,1.0,1.0,2.0,3.0,4.0,5.0,6.0,,,,,11.0,,,,15.0,,,1.0,15.0,5.0,1.0,,3.0,4.0,,,,,,,,,13.0,,,,,124,125,14.00,1.00,3754.04,5.0,1.0,1.0,12.00,4.00,2.00,1.00,1.00,1.00
40254.0,1.0,3.0,2.0,11.0,1.0,1.0,2.0,3.0,4.0,5.0,,,,,,,,,,,,,2.0,1.0,5.0,1.0,,,,,,,,,,,,,,15.0,,,9,10,3.00,1.00,1066.67,5.0,1.0,1.0,12.00,4.00,18.00,1.00,2.00,3.00
40261.0,4.0,,,,1.0,1.0,,3.0,4.0,,6.0,,,,,11.0,,,,15.0,,,3.0,1.0,4.0,1.0,,,,,,,,9.0,10.0,,12.0,13.0,,,,,124,125,14.00,,6292.80,4.0,1.0,0.0,12.00,4.00,12.00,2.00,2.00,2.00
40262.0,2.0,4.0,3.0,5.0,1.0,1.0,2.0,3.0,4.0,,6.0,,,,,,,,,,,,4.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,4,5,2.00,1.00,1500.00,4.0,1.0,0.0,12.00,4.00,18.00,1.00,1.00,5.00
40263.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,4,5,2.00,1.00,807.51,5.0,1.0,1.0,12.00,4.00,1.00,1.00,1.00,2.00
40266.0,4.0,,,,1.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,,11.0,12.0,,,15.0,,,4.0,6.0,1.0,1.0,2.0,,,,,,,,,,,13.0,,,,,97,98,14.00,,4504.84,5.0,1.0,1.0,12.00,4.00,2.00,1.00,2.00,1.00
40267.0,4.0,,,,1.0,1.0,2.0,3.0,,,,,,,,,,,,15.0,,,1.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,269,270,14.00,,9919.00,4.0,1.0,0.0,12.00,4.00,2.00,1.00,2.00,1.00
40269.0,2.0,13.0,8.0,,1.0,1.0,2.0,3.0,,,,,,,,,12.0,,,,,,12.0,1.0,2.0,,,,,,6.0,,,,,,,,,,,,20,21,11.00,,3560.00,5.0,1.0,1.0,12.00,4.00,17.00,1.00,2.00,5.00
40270.0,4.0,,,,1.0,,2.0,3.0,4.0,5.0,,7.0,8.0,,,,12.0,,,15.0,,,7.0,2.0,3.0,1.0,,,,5.0,,,,,,,,13.0,,,,17.0,129,130,14.00,1.00,2560.00,5.0,1.0,1.0,12.00,4.00,18.00,1.00,2.00,2.00
40271.0,4.0,,,,3.0,,2.0,3.0,4.0,5.0,6.0,7.0,,,10.0,11.0,,,,15.0,,,2.0,7.0,5.0,1.0,,,,5.0,,,,,,,,13.0,,,,17.0,113,114,14.00,,3200.00,5.0,1.0,1.0,12.00,4.00,18.00,1.00,2.00,1.00
40272.0,4.0,,,,1.0,,2.0,,4.0,5.0,6.0,,,,10.0,11.0,,,,,,,10.0,11.0,2.0,1.0,,,,,,,,,,11.0,,13.0,,,,17.0,120,121,14.00,1.00,2240.00,5.0,1.0,1.0,12.00,4.00,18.00,1.00,2.00,1.00
