id,Q3,Q3B1,Q3B2,Q3B3,Q4,Q4A01,Q4A02,Q4A03,Q4A04,Q4A05,Q4A06,Q4A07,Q4A08,Q4A09,Q4A10,Q4A11,Q4A12,Q4A13,Q4A14,Q4A15,Q4A16,Q4A17,Q4B1,Q4B2,Q4B3,Q5A01,Q5A02,Q5A03,Q5A04,Q5A05,Q5A06,Q5A07,Q5A08,Q5A09,Q5A10,Q5A11,Q5A12,Q5A13,Q5A14,Q5A15,Q5A16,Q5A17,Q2a1,Q2a2,RQ2A2,Q11A$01,ÃÑ¾×1ÀÎTOT,Q7,Q7_01,Q7_02,D_MON,D_MON_season,D_NAT,D_NAT_GROUP,D_SEX,D_AGE
3048,2,3,4,1,1,,,3,,,,,,,,,,,,,,17,3,17,,1,,,,,,,,,,,,,,,,,89,90,13,,3000,5,1,1,2,4,9,3,2,6
3073,2,13,10,,1,,,,,,,,,,,,,,,,,17,17,,,,1,,,,,,,,,,,,,,,,14,15,11,,1223.92,4,1,0,2,4,1,1,1,3
3076,2,1,3,7,1,,2,,,5,,7,,,,,,,,,,17,2,5,7,,,,,,,,,,,,,,,,1,,59,60,12,,1960,5,1,1,2,4,17,1,2,1
3079,2,13,,,1,,2,3,4,5,,,,,,,,,,,,,3,4,5,1,,1,,,,,,,1,,,,,,,,22,23,11,1,2200,4,1,0,2,4,9,3,2,5
3080,2,1,3,2,1,1,2,3,,5,,7,,,,,,,,,,17,2,3,1,,,,,,,,,,,,,,,,1,,59,60,12,,2358,5,1,1,2,4,17,1,1,1
3082,2,13,2,4,1,,2,3,4,5,,,,,,11,12,,,,,,2,5,11,1,1,,,,,,,,,,,,,,,,24,25,11,1,4000,4,1,0,2,4,9,3,2,2
3130,1,1,2,7,1,1,2,,4,,,7,,,,11,,,,,,,11,4,1,1,,,1,,,,,,,,,,,,,,5,6,2,1,1112.25,5,1,1,2,4,4,1,2,3
3146,2,13,,,1,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,1,,,,,,,,,,,,42,43,12,,2100,5,1,1,2,4,10,3,2,6
3190,1,4,3,7,1,,2,3,4,5,6,,,,,11,,,,,,,4,3,6,,,,,1,,,,,,1,,1,,,,,90,91,14,1,2032.2,5,1,1,2,4,11,2,2,2
3195,2,13,10,,1,,2,3,4,,6,,,,,,12,,,,,,3,4,12,,,,,1,,,,,,,,,,,,,180,181,14,,1880.17,5,1,1,2,4,13,2,2,4
3211,2,13,,,1,,2,3,4,,6,,,,,,12,,,,,,4,6,3,,,,,,,,,1,,,,,,,,,18,19,11,,2500,5,1,1,2,4,9,3,2,6
3242,1,4,11,1,1,1,2,,4,5,,,,,,,,,,,,,1,2,4,1,1,1,,,,,,,,,,,,,,,90,91,14,1,9024.8,4,1,0,2,4,97,4,2,2
3253,2,13,,,1,,2,3,4,,,,8,,,,,13,,,,,3,4,8,1,,,,1,,,,,,,,1,,,,,305,306,14,1,8159.47,5,1,1,2,4,6,1,2,2
3258,2,13,,,1,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,29,30,11,,1000,5,1,1,2,4,6,1,2,3
3264,1,1,2,4,1,,2,,4,5,,,,,,,,,,,,,2,4,5,1,1,1,,,,,,,,,,,,,,,19,20,11,1,7500,3,0,0,2,4,9,3,1,3
3270,2,10,1,7,1,1,2,,,5,,,,,,,,,,,,,5,2,1,,,,,,,,1,,,,,,,,,,20,21,11,,1000,5,1,1,2,4,9,3,2,2
3277,2,13,,,1,1,2,3,4,,,,,,,,,,,,,,1,3,4,1,1,,1,,,,,,,,,,,,1,,24,25,11,1,2750,4,1,0,2,4,13,2,1,3
3329,2,7,10,2,1,,2,3,,,,,,,,,12,,,,,,2,3,12,,,,,,,,1,,,,,,,,,,20,21,11,,10000,5,1,1,2,4,9,3,2,2
3339,2,2,4,6,1,,2,,4,5,6,7,,,,,,,,,,,2,5,7,1,,1,,,,,,,,,,1,,,,1,130,131,14,,1000,4,1,0,2,4,97,4,2,2
3344,2,13,,,1,,,3,,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,119,120,14,,3263.79,5,1,1,2,4,2,1,2,6
3358,1,2,3,1,1,1,2,3,4,,,,,,,,,13,,,,,3,2,1,1,,,,,,,,,,,,,,,,1,7,8,3,1,3707.5,5,1,1,2,4,4,1,1,2
3383,2,10,2,3,1,,2,,4,,,,,,,,,13,,,,,2,4,13,1,,1,,,,,,,,,,,,,,,20,21,11,1,2000,4,1,0,2,4,9,3,2,3
3406,2,13,,,1,,2,3,4,,,7,,,,,,,,,,,3,4,7,,,,,,,,,,,,1,,,,,,20,21,11,,4000,5,1,1,2,4,10,3,1,2
3411,2,13,,,1,1,2,,,,,,,,,,,,,,,,1,2,,1,,,,,,,,,,1,,,,,,,14,15,11,,2500,5,1,1,2,4,10,3,1,2
3441,2,3,,,1,1,,,,,,,,,,,12,,,,,,1,12,,1,1,,,,,,,,,,,,,,,,59,60,12,,4713,5,1,1,2,4,2,1,2,3
3449,2,13,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,29,30,11,,3142,4,1,0,2,4,2,1,1,3
3467,2,13,10,,1,1,2,,,,,,,,,,,13,,,,,1,13,,1,,,,,,,,,,,,,,,,,30,31,12,,2256.2,5,1,1,2,4,13,2,2,2
3538,1,8,,,1,,2,,,,,,,,,,12,,,,,,12,2,,1,,,,,,,,,,,,,,,,,13,14,11,1,10000,4,1,0,2,4,14,2,2,4
3554,1,4,1,3,1,,,3,4,5,6,,,,,11,,,,,,,3,5,6,1,,,,,,,,,,,,,,,,,69,70,13,,3384.3,4,1,0,2,4,97,4,1,2
3582,2,4,,,1,,,3,,,,,,,,,,,,15,,,3,15,,,,,,1,,,,,,,,,,,,,29,30,11,,2256.2,4,1,0,2,4,97,4,2,3
3624,2,13,,,1,1,2,,,,,,,,,,,,,,,,1,2,,1,1,,,,,,,,,,,,,,,,59,60,12,,3927.5,5,1,1,2,4,2,1,2,2
3655,2,2,1,,1,1,2,,,,,,,,,,12,,,,,,1,2,12,,1,,,,,,,,,,,,,,,,149,150,14,,6284,4,1,0,2,4,2,1,2,3
3659,2,13,,,1,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,44,45,12,,1885.2,4,1,0,2,4,2,1,1,3
3684,2,13,,,1,1,2,3,4,,6,,,,,,,,,,,,4,1,3,,,,,,,,,,,,,,,1,,,20,21,11,,2500,5,1,1,2,4,9,3,2,2
3690,2,10,3,1,1,,2,3,4,,,,,,,,,,,,,,4,3,2,1,,,,,,,,,,,,,,,,,59,60,12,,3384.3,5,1,1,2,4,97,4,1,3
3698,2,13,,,1,1,2,3,,,,,,,,,,,,,,,1,2,3,,,,,1,,,,,,,,1,,,,,45,46,12,1,2356.5,5,1,1,2,4,2,1,1,3
3705,2,13,,,1,,2,3,,,6,,,,,11,,,,,,,2,11,6,1,,,,,,,,,,,,,,,,,50,51,12,,4000,4,1,0,2,4,9,3,1,2
3712,1,1,7,11,1,1,2,3,4,5,6,,,,,,12,,,,,,1,3,2,1,,,,,,,,,,,,,,,,1,13,14,11,,2224.5,5,1,1,2,4,4,1,2,3
3713,1,2,1,5,1,1,2,,,5,,,,,,,,,,,,,2,1,5,1,,,,,,,,,,,,,,,,,13,14,11,,5932,5,1,1,2,4,4,1,2,2
3715,2,2,4,3,1,,,3,,,,,,,,11,,13,,,,,11,3,13,1,,1,,,,1,,,,,,,,,,,12,13,11,,1483,4,1,0,2,4,2,1,1,4
3735,1,2,1,8,1,1,2,,,,,,,,,,12,,,,,,1,2,12,1,,,,,,,,,,,,,,,,,9,10,3,1,7785.75,5,1,1,2,4,4,1,1,3
3736,1,1,2,8,1,1,2,,,,,,,,,,12,,,,,,1,2,12,1,,,,,,,,,,,,,,,,,9,10,3,1,7415,4,1,0,2,4,4,1,2,3
3739,1,1,2,8,1,1,2,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,6,7,2,1,741.5,5,1,1,2,4,4,1,2,3
3740,1,1,2,3,1,1,2,3,,,,,,,,11,,,,,,,1,2,11,1,,,,,,,,,,,,1,,,,,6,7,2,,1483,4,1,0,2,4,4,1,2,2
3744,1,2,7,4,1,1,2,,,,,,,,,,12,,,,,,2,1,12,1,,,,,,,,,,,,,,,,,7,8,3,1,1483,5,1,1,2,4,4,1,1,3
3747,1,1,2,4,1,1,2,3,4,5,6,,,,,,,13,,,,,13,1,2,1,,,,,,,,,,,,1,,1,,,10,11,11,1,2224.5,5,1,1,2,4,4,1,1,3
3748,1,2,4,10,1,1,2,3,4,5,6,,,,,,,13,,,,,5,6,2,1,,,,,,,,,,,,1,,1,,,10,11,11,1,1853.75,5,1,1,2,4,4,1,2,2
3753,1,1,3,2,1,,2,3,4,5,,,,,,11,,13,,,,,13,5,3,1,,,,,,,,,,,,,,,,,11,12,11,,2966,5,1,1,2,4,4,1,2,2
3760,1,2,4,,1,1,2,3,4,,,,,9,,,,,,,,,3,9,1,1,,,,,,,,,,,,,,,,,7,8,3,1,2224.5,5,1,1,2,4,4,1,1,2
3766,1,4,3,1,1,,,3,4,,,,,,,,,13,,,,,3,4,13,1,,,,,,,,,,,,,,,,1,14,15,11,1,3707.5,5,1,1,2,4,4,1,2,2
3767,1,5,4,2,1,1,2,3,4,,6,,,,,,,13,,,,,13,1,3,1,,,,,,,,,,,,,,,,1,12,13,11,1,2360.1,4,1,0,2,4,4,1,2,3
3768,2,13,,,1,,,3,4,,6,,,,,,,,,,,,3,4,6,1,,,,,,,,,,,,,,,,,30,31,12,,5000,5,1,1,2,4,8,4,1,2
3771,1,4,3,5,1,1,2,3,,,6,,,,,,,13,,,,,3,13,1,1,,,,,,,,,,,,,,,,1,13,14,11,1,3707.5,4,1,0,2,4,4,1,2,2
3772,1,8,1,,1,1,2,,,,,,,,,,12,,,,,,12,1,2,1,,,,,,,,,,,,,,,,,7,8,3,1,29660,5,1,1,2,4,4,1,2,2
3773,1,13,,,1,,2,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,6,7,2,,1483,5,1,1,2,4,4,1,1,2
3787,1,2,4,5,1,1,2,3,4,,6,,,,,11,,,,,,,2,6,11,1,,,,,,,,,,,,,,,,1,10,11,11,1,7415,5,1,1,2,4,4,1,2,2
3788,1,9,5,3,1,,,3,4,5,,,,,,,,13,,,,,13,3,4,1,,,1,1,,,,,,,,,,,,1,15,16,11,,1853.75,5,1,1,2,4,4,1,1,3
3789,1,2,9,7,1,1,2,3,4,5,6,,,,,11,,13,,,,,3,13,4,1,,,,,,,,,,,,,,,,1,11,12,11,1,1483,5,1,1,2,4,4,1,1,2
3790,1,2,10,3,1,1,2,3,4,5,6,,,,,11,,,,,,,2,1,5,1,,,,,,,,,,,1,1,,,,1,12,13,11,1,3336.75,5,1,1,2,4,4,1,2,2
3795,2,1,2,6,1,1,2,,,5,,,,,,,,,,,,,2,1,5,,,,,,1,,,,,,,,,,,,149,150,14,,4079.74,5,1,1,2,4,6,1,2,3
3817,2,9,7,1,1,,,,4,,6,,,,,,12,,,,,17,17,4,6,1,,,1,,,,,,,,,,,,,,94,95,14,1,5500,5,1,1,2,4,9,3,2,2
3850,2,13,,,1,1,2,3,4,,,,,,,11,,,,,,,1,3,2,,,,,,,1,,,,,,1,1,,,,33,34,12,1,2100,5,1,1,2,4,15,1,2,3
3899,1,7,4,2,1,,2,3,4,5,6,,,,,11,,,,,,,6,4,2,1,,,,,,,,,,,,,,,,,30,31,12,1,3948.35,5,1,1,2,4,13,2,1,2
3918,1,3,,,1,,,,4,,,,,,,,,,,,,,4,,,1,,,,,,,,1,,,,,,,,,66,67,13,1,2000,5,1,1,2,4,12,2,2,5
3931,2,1,,,1,1,2,3,,,,,,,,,,,,,,,3,2,1,,,,,,,,,,,,,1,,,,,300,301,14,,1631.89,4,1,0,2,4,2,1,2,3
3936,2,4,10,1,1,,2,3,4,,6,,,,,,,,,,,,3,4,2,1,,,,,,,,,,,,,,,1,,19,20,11,1,1000,5,1,1,2,4,9,3,1,3
3937,2,13,,,1,1,2,3,4,5,6,,,,,,,,,,,,1,2,5,1,,,,,,,,,,,,,1,,,,27,28,11,1,2000,5,1,1,2,4,9,3,2,3
4025,2,1,5,4,1,1,2,3,4,,6,,,,,,,,,,,,3,6,1,1,,,,,,,,,,,,1,,,1,,87,88,13,,3384.3,4,1,0,2,4,13,2,2,2
4041,2,13,,,1,,2,,4,,6,,,,,,12,,,,,,2,4,6,1,1,,1,,,,,,,,,,,1,1,,20,21,11,1,3263.79,5,1,1,2,4,97,4,2,2
4044,2,13,,,1,1,2,3,,,,,,,,,,,,,,,2,1,3,1,1,,,,,,,,,,,,,,,,179,180,14,,2447.84,4,1,0,2,4,2,1,2,3
4049,2,1,2,7,1,1,2,3,,,,,,,,,,,,,,,2,1,3,,1,,,,,,,,,,,,,,,,89,90,13,,7855,5,1,1,2,4,2,1,1,3
4051,2,13,,,1,1,,3,4,5,6,,,,,11,,,,,,,3,1,4,1,,,,,,,,1,,,,,,,,1,23,24,11,1,1631.89,4,1,0,2,4,12,2,1,3
4059,2,13,,,1,,2,3,4,5,,,,,,,,,,,,,3,5,2,1,,,,,,,,1,,,,,,,,,35,36,12,,4741.8,5,1,1,2,4,11,2,1,5
4093,2,1,2,,1,1,2,,,,,,,,,,,,,,,,2,1,,,1,,,,,,,,,,,,,,,,45,46,12,,8159.47,4,1,0,2,4,2,1,1,4
4096,2,2,1,,1,1,2,,,,,,,,,,,,,,,17,17,2,1,,,,,,,1,,,,,,,,,,,150,151,14,,1885.2,5,1,1,2,4,2,1,2,5
4099,2,13,,,1,1,2,,,,,,,,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,,,16,17,11,,3000,5,1,1,2,4,9,3,1,3
4150,2,13,,,1,,2,,,,,,,,,,,,,,,,2,,,1,1,,,,,,,,,,,,,,,,39,40,12,,4713,4,1,0,2,4,2,1,2,4
4153,1,6,10,9,1,,2,3,4,5,,,,,,,,13,,,,,13,3,5,1,,,1,,,,,1,,1,1,1,,,,1,33,34,12,1,5190.5,5,1,1,2,4,4,1,1,4
4154,1,6,9,3,1,,2,,4,,,,,,,,,13,,,,,13,4,2,1,,,1,,,,,1,,1,1,1,,,,1,27,28,11,1,5190.5,4,1,0,2,4,4,1,1,5
4158,1,3,2,4,1,,,,4,5,,,,,,,12,,,,,,4,5,12,1,,,,,,,,,,,,,,,,,16,17,11,,3707.5,5,1,1,2,4,4,1,2,3
4159,1,3,2,6,1,,2,,4,,,7,,,,11,,,,,,,7,2,4,1,,,,,,,,,,,,,,,,,16,17,11,,3336.75,5,1,1,2,4,4,1,2,1
4168,1,2,1,3,1,,2,,,5,6,,,,,,,,,,,,6,5,2,1,,,,,,,,,,,,,,,,,13,14,11,1,926.88,4,1,0,2,4,4,1,1,4
4169,1,2,1,10,1,,2,3,,,,,,,,,,,,,,,3,2,,1,,,,,,,,,,,,,,,,,14,15,11,1,2224.5,4,1,0,2,4,4,1,2,4
4172,1,2,1,,1,1,2,,4,,,,,,,,12,,,,,,2,1,12,1,,,,,,,,,,,,,,,,,6,7,2,1,2224.5,5,1,1,2,4,4,1,1,2
4173,1,1,7,2,1,1,2,,4,,,,,,,,,,,,,,4,2,1,1,,,,,,,,,,,,,,,,,6,7,2,1,2224.5,5,1,1,2,4,4,1,2,2
4176,1,2,8,,1,,2,,,,,,,,,,12,,,,,,12,2,,1,,,,,,,,,,,,,,,,,5,6,2,,10000,5,1,1,2,4,4,1,2,2
4188,1,1,5,2,1,1,2,3,4,,6,,,,10,11,12,,,,,,4,10,12,1,,,,,,,,,,,,,,,,,7,8,3,1,1853.75,5,1,1,2,4,4,1,2,2
4189,1,1,3,5,1,1,2,3,,,,,,,,,,,,,,,1,2,3,1,,,,,,,,,,,,,,,,,8,9,3,1,1853.75,4,1,0,2,4,4,1,1,2
4202,1,2,10,1,1,1,2,,4,,,,,,,11,12,,,,,,2,4,11,1,,,,,,,,,,,,,,,,,5,6,2,1,2891.85,5,1,1,2,4,4,1,2,2
4211,1,2,1,3,1,1,2,3,4,,,,,,,11,,,,,,,3,1,4,1,1,,,,,,,,,,,1,,,,1,12,13,11,1,2446.95,5,1,1,2,4,4,1,1,2
4221,2,3,4,10,1,,2,3,4,,6,,8,,,,,,,,,,3,4,6,1,,1,,,,,,,,,,,,,,1,97,98,14,1,10000,5,1,1,2,4,9,3,1,6
4222,1,3,4,1,1,,,3,4,5,6,,,,,11,,,,,,,3,5,4,1,,,1,,,,,,,,,1,1,,,1,71,72,13,1,5000,4,1,0,2,4,9,3,1,3
4260,1,2,1,3,1,1,2,3,,5,6,,,,,,,,,,,,2,1,3,1,,,,,,,,,,,,1,,,,,6,7,2,1,5190.5,5,1,1,2,4,4,1,1,3
4277,2,13,10,1,1,1,2,,,,,,,,,11,,,,,,,1,2,11,,,,,1,,,,,,,,,,,,,20,21,11,,2481.82,5,1,1,2,4,13,2,2,2
4287,2,1,3,,1,,2,3,,,,,,,,,,13,,,,,3,2,13,,1,,,,,,,,,,,,,,,,13,14,11,,1354.8,4,1,0,2,4,11,2,2,2
4316,1,4,7,10,1,,2,,,5,6,,,,,,,,,,,,2,5,6,1,,,,,,,,,,,,,,,,,30,31,12,,3384.3,5,1,1,2,4,97,4,2,2
4319,1,4,3,2,1,,2,3,4,,,,,,,,,,,,,,4,3,2,1,,,,,,,,,,,,,,,,,20,21,11,,2820.25,5,1,1,2,4,97,4,1,5
4422,2,13,,,1,1,2,,,,,,,,,,,,,,,,2,1,,,1,,,,,,,,,,,,,,,,359,360,14,,8159.47,4,1,0,2,4,2,1,1,2
4424,2,1,2,3,1,1,2,3,,,,,,,,,,,,,,,1,2,3,1,,,,,,,,,,,,,,,,,179,180,14,,3927.5,5,1,1,2,4,2,1,1,5
4439,2,13,,,1,1,2,3,,,,,,,,,,,,,,,1,3,2,1,,,,,,,,,,,,,,,,1,63,64,13,1,3000,5,1,1,2,4,9,3,2,3
4455,2,4,3,,1,1,2,3,4,5,6,,,,,,,,,,,,2,3,6,1,,,,,,,,,,,,,,,,1,362,363,14,1,12239.21,4,1,0,2,4,4,1,2,5
4462,1,2,10,8,1,,2,3,4,5,6,,,,,,12,13,,,,,2,5,12,1,,1,,,,,,,,,,,,,,,8,9,3,,5190.5,5,1,1,2,4,4,1,2,2
4473,1,1,3,2,1,1,2,,4,,,,,9,,,,,,,,,1,9,4,1,,,,,,,,,,,,,,,,,5,6,2,1,1112.25,5,1,1,2,4,4,1,2,3
4478,2,10,3,4,1,1,2,3,4,,,,,,,,,,,,,,2,3,1,1,,,,1,,,,,,,,1,,,,,12,13,11,,3707.5,4,1,0,2,4,4,1,1,4
4479,1,4,3,1,1,,,3,,,6,,,,,,,13,,,,,6,3,13,1,,,1,,,,,,1,,,,,,,,13,14,11,1,2817.7,4,1,0,2,4,4,1,1,3
4481,1,3,4,1,1,1,,3,,,,,,,,,,13,,,,,3,13,1,1,,,1,,,1,,,,,,1,,,,,11,12,11,1,2817.7,4,1,0,2,4,4,1,1,2
4483,2,13,,,1,1,,,,,6,,,,,,,,,,,,6,1,,,,,,1,,,,,,,,,,,,,13,14,11,,3000,2,0,0,2,4,97,4,1,6
4518,2,13,,,1,,2,,,,,,,,,,,,,,,17,17,2,,,,,,,1,,,,,,,,,,,,150,151,14,,1631.89,5,1,1,2,4,15,1,2,5
4524,2,2,1,13,1,1,2,3,,,,,,,,,,,,,,17,17,2,1,,,,,,,1,,,,,,,,,,,149,150,14,,2039.87,5,1,1,2,4,15,1,2,2
4544,1,9,1,,1,1,,,,,,,,,,,,13,,,,,17,1,,1,1,1,1,,,,,,,,,,,,,,93,94,14,,4079.74,5,1,1,2,4,2,1,2,3
4545,2,5,,,1,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,299,300,14,,12239.21,4,1,0,2,4,2,1,1,6
4574,2,13,,,1,1,2,,,,,,,,,,,,,,,,1,2,,,1,,,,,,,,,,,,,,,,90,91,14,,1045.56,5,1,1,2,4,1,1,2,5
4623,2,1,2,,1,1,2,,,,,,,,,,,,,,,,1,2,,,1,,,,,,,,,,,,,,,,269,270,14,,4713,5,1,1,2,4,2,1,2,5
4640,2,1,3,5,1,1,2,,,,,,,,,,,,,,,,1,2,,,1,,,,,,,,,,,,,,,,20,21,11,,7855,3,0,0,2,4,2,1,1,4
4698,2,13,2,10,1,1,2,,,,,,,,,11,,,,,,17,17,11,2,1,,,,,,,,,,,,,,,,,30,31,12,,1219.82,5,1,1,2,4,1,1,2,2
4716,1,6,3,,1,,2,,,,6,,8,,,,,,,,,,8,6,2,1,,,,,,,,,,,,,1,,,1,62,63,13,1,8000,5,1,1,2,4,9,3,2,3
4719,2,13,,,1,,,3,4,5,6,,,,,11,,,,,,,4,5,3,1,,,,1,,,,,,,,,,,,,300,301,14,,16921.5,5,1,1,2,4,13,2,1,6
4734,2,13,,,1,,2,3,4,5,,,,,,,,,,,,,4,5,3,1,,,,,,,,,,1,,,,,,,47,48,12,1,5500,5,1,1,2,4,9,3,2,2
4743,2,4,6,10,1,,2,3,4,,6,,,,,,12,,,,,,4,6,12,1,1,,,,,,,,,,,,,,,,18,19,11,,2256.2,5,1,1,2,4,11,2,2,2
4744,2,2,3,1,1,1,2,,4,5,,,,,,,,,,,,,4,1,2,1,,1,,,,,,,,,,1,,,,,23,24,11,1,3384.3,5,1,1,2,4,12,2,2,3
4750,2,13,,,1,1,2,3,,,,,,,,11,,13,,,,,13,1,3,1,,,1,,,,,,,,,,,,,1,32,33,12,1,4079.74,5,1,1,2,4,12,2,1,2
4800,2,3,1,4,1,1,2,3,4,,,,,,,,,,,,,,2,3,4,1,,,,,,,,,,,,,,,,1,33,34,12,1,3146.8,5,1,1,2,4,10,3,2,2
4821,2,13,,,1,1,2,3,4,,,,,,,,,,,,,,4,1,2,,,,,,,,,,,,,1,,,,,25,26,11,1,2500,5,1,1,2,4,9,3,2,4
4824,2,13,3,1,1,1,2,3,,,,,,,,,,,,,,,3,1,2,,1,,,,,,,,,,,,,,,,59,60,12,,3000,4,1,0,2,4,9,3,2,3
4849,1,4,3,,1,1,2,3,4,5,6,,,,10,11,,13,,,,,10,3,4,1,,,,1,,,,,,,,,,1,,1,30,31,12,1,5500,5,1,1,2,4,9,3,1,3
4855,2,13,,,1,1,2,,,,,,,,,,,,,,,,1,2,,,1,,,,,,,,,,,,,,,,180,181,14,,3000,5,1,1,2,4,9,3,2,5
4862,2,13,,,1,1,2,,,5,,,,,,,,,,,,,5,2,1,1,,,,,,,,,,,,,,,,,14,15,11,,2000,5,1,1,2,4,9,3,1,5
4870,2,1,2,5,1,1,2,3,4,5,6,,,,,,12,,,,,,2,3,1,,1,,,,,,,,,,,,,,,,119,120,14,,10000,5,1,1,2,4,97,4,2,3
4881,2,13,,,1,1,2,3,4,,,,,,,,,,,,,,1,4,3,,,,,,,,,,,,,1,,,,,30,31,12,1,2500,5,1,1,2,4,9,3,1,6
4885,2,13,,,1,1,2,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,89,90,13,,3590,5,1,1,2,4,5,1,2,2
4975,2,13,,,1,1,2,3,4,5,6,,,,,11,,,,,,,5,3,1,1,1,,,,1,,,,,,,1,,,,1,75,76,13,1,3384.3,5,1,1,2,4,13,2,1,2
4999,1,1,4,3,1,1,2,,4,,,,,,,11,,,,,,,4,1,11,1,,,,,,,,,,,,,,,,,60,61,13,,2481.82,5,1,1,2,4,13,2,2,2
5005,2,13,,,1,1,2,,,,,,,,,,,,,,,17,17,,,,,,1,,,,,,,,,,,,,,14,15,11,,2447.84,4,1,0,2,4,97,4,1,3
5025,2,2,1,,1,1,2,3,,,,,,,,,,,,,,17,17,2,1,1,,,,,1,,,,,,,,,,,,13,14,11,1,1223.92,5,1,1,2,4,12,2,2,1
5073,2,10,,,1,1,,,,5,6,,,,,11,,,,,,,1,5,11,1,,,,,,,,,,,,,,,,,7,8,3,1,2000,4,1,0,2,4,9,3,1,5
5123,2,13,,,1,1,2,3,4,,,,,,,,,,,,,,3,4,1,1,,,,,,,,,,,,,,,,1,19,20,11,1,2000,3,0,0,2,4,97,4,1,5
5126,2,13,,,1,1,2,3,4,,,,,,,,,,,,,,1,2,3,1,,,,,,,,,,,,,,,,1,19,20,11,1,3000,3,0,0,2,4,97,4,2,6
5154,1,2,4,3,1,1,2,3,,,,,,,,,,,,,,,3,2,1,1,,,,,,,,,,,,,,,,1,8,9,3,,1853.75,4,1,0,2,4,4,1,2,2
5156,1,2,1,3,1,1,2,3,,,,,,,,,,,,,,,3,1,2,1,,,,,,,,,,,,,,,,1,7,8,3,1,2224.5,4,1,0,2,4,4,1,2,2
5157,1,2,3,4,1,,2,3,4,5,,,,,10,11,,,,,,,11,3,4,1,,,,,,,,,,,,1,,,,,51,52,12,1,4000,4,1,0,2,4,9,3,1,2
5164,1,1,3,2,1,,2,3,,,,,,,,,,,14,,,,3,2,14,1,,,,,,,,,,,,,,,,,29,30,11,,2224.5,5,1,1,2,4,4,1,2,5
5180,1,4,3,1,1,1,2,3,4,5,6,,,,,,12,,,,,,3,5,1,1,1,1,,,,,,,,,,1,,,,1,353,354,14,1,8159.47,5,1,1,2,4,15,1,2,2
5184,1,3,1,2,1,1,2,3,4,,6,,,,,,,,,,,,2,1,3,1,,,,,,,,,,,,,,,,1,6,7,2,,5000,5,1,1,2,4,4,1,2,4
5185,1,1,5,2,1,,2,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,2,3,1,,1483,4,1,0,2,4,4,1,1,3
5187,1,1,3,2,1,1,2,3,4,,,,,,,,,,,,,,2,3,1,1,1,,,,,,,,,,,,,,,1,8,9,3,1,2000,5,1,1,2,4,4,1,2,3
5188,1,2,3,1,1,,2,3,,,,,,,,,,,,,,,3,2,,1,,,,,,,,,,,,,,,,,4,5,2,,2224.5,5,1,1,2,4,4,1,2,3
5194,2,13,,,1,1,2,3,4,,,,,9,10,11,,,,,,,3,1,4,1,,,,,,,,,,,,,,,1,,306,307,14,1,13333.33,5,1,1,2,4,12,2,1,4
5217,1,1,2,3,1,1,2,3,4,5,6,,,,,,,,,,,,1,2,3,1,1,1,1,1,,,,,,,,,,,,,33,34,12,1,10000,5,1,1,2,4,4,1,1,4
5219,2,13,,,1,1,2,3,4,5,6,,,,,,12,,,,,,3,4,6,1,,,1,1,,1,,,1,,,,,1,,,313,314,14,,16318.94,5,1,1,2,4,4,1,2,4
5225,2,2,1,,1,1,2,3,,,,,,,,11,,13,,,,,2,1,3,1,,,,,,,,,,,,,,,,,9,10,3,,1112.25,5,1,1,2,4,4,1,2,2
5227,2,13,,,1,1,2,,,,6,,,,,,,,,,,,1,2,6,1,,,,,,,,,,,,,,,,,80,81,13,,10000,5,1,1,2,4,9,3,1,3
5229,1,1,2,3,1,1,2,,4,,,,,,,,12,,,,,,1,2,12,1,,,,,,,,,,,,1,,,,1,34,35,12,,7415,5,1,1,2,4,4,1,2,2
5231,1,3,1,2,1,1,2,,,,,,,,,11,,,,,,,1,2,11,1,,,,,,,,,,,,,,,,,6,7,2,,1500,5,1,1,2,4,4,1,1,2
5241,1,1,3,2,1,1,2,3,,,,,,,,,,,,,,,1,3,2,1,,,,,,,,,,,,,,,,1,6,7,2,,1483,5,1,1,2,4,4,1,1,3
5242,1,3,1,2,1,1,2,3,,,,,,,,,,,,,,,1,2,3,1,,,,,,,,,,,,,,,,1,8,9,3,,1000,5,1,1,2,4,4,1,2,3
5243,1,3,1,2,1,,2,3,4,,,,,,,,,,,,,,4,3,2,1,,,,,,,,,,,,,,,,1,10,11,11,,2966,5,1,1,2,4,4,1,1,3
